title,genre,year,runtime,rating,votes,plot,imdb_url
Chhakka Panja 2,"Comedy, Drama",2017,8280.0,6.6,290.0,Chhakka Panja 2 continues with new story of Raja and his friend at the village.,https://www.imdb.com/title/tt7229666/
Chhakka Panja 3,Comedy,2018,,6.3,96.0,"When she learns about the worst condition of the school, the headmaster's daughter decides to stay in the village to make it a better place.",https://www.imdb.com/title/tt8393764/
Intu Mintu Londonma,Romance,2018,7200.0,7.3,71.0,"When Ishan (Dhiraj Magar) and Meera (Samragyee Rajya Laxmi Shah) meet by chance through their common friends in London, they unknowingly fall for each other only to discover their fate depends on a difficult choice.",https://www.imdb.com/title/tt7672868/
Kabaddi Kabaddi Kabaddi,"Comedy, Drama, Romance",2019,,8.6,9.0,Add a Plot,https://www.imdb.com/title/tt10942220/
Captain,"Drama, Sport",2019,,3.2,46.0,Father's dedication to guiding his son to becoming a better footballer.,https://www.imdb.com/title/tt8387542/
Bulbul,Drama,2019,5700.0,7.1,18.0,A young mother waiting for her husband to be back for years falls in love with a guy while she looks after her paralyzed father-in-law.,https://www.imdb.com/title/tt8622286/
Kabaddi Kabaddi,"Comedy, Drama",2015,8100.0,7.9,343.0,Kaji dreams of marrying Maiya but things go wrong when Bamkaji returns to the village who also wants to marry Maiya.,https://www.imdb.com/title/tt5225580/
Nai Nabhannu La 2,Romance,2014,8520.0,6.9,7.0,Add a Plot,https://www.imdb.com/title/tt8677256/
Saili,"Drama, Romance",2019,8400.0,8.5,17.0,Add a Plot,https://www.imdb.com/title/tt7868256/
Death Zone: Cleaning Mount Everest,"Documentary, Adventure, Drama",2018,5940.0,7.7,102.0,"A team of 20 elite Nepali climbers venture into the Death Zone of Mount Everest to restore their sacred mountain and the contaminated water source of 1.3 billion people. They ascend the highest point on the planet to the 150 bodies of deceased climbers and 100,000 pounds of rubbish that remain on the high slopes of Everest. This is the self-documented story of their life-threatening journey.",https://www.imdb.com/title/tt1999130/
Jatrai Jatra,Comedy,2019,,8.2,52.0,The story begins from where it was ended in part 1. The three guys got out from the jail after serving three years of sentencing and they part their ways but they again fall in trap of greed. This time it is about a gold. There are many twist and turns.,https://www.imdb.com/title/tt8881326/
Muna Madan,Drama,2003,9780.0,7.0,104.0,"An epic tragedy, based on Nepal's most famous epic poem. Madan, a lower-class worker, is forced by poverty and mounting debts to go to Lhasa, Tibet, leaving behind his lonely mother and beloved wife, Muna. However, tragedy befalls him on the way home.",https://www.imdb.com/title/tt0304435/
Jhola,"Drama, History",2013,5400.0,7.7,249.0,"After her husband's death, a girl is forced to die due to the Sati practice in Nepal.",https://www.imdb.com/title/tt3700482/
Prem Geet,Romance,2016,8280.0,7.5,30.0,"Prem and Geet meet each other on the way to Kagbeni. Geet escaped from home because of her grandmother's continuous insistence to marry. Prem was on the way due to his personal deeds, but he was too pressurized to marry. Both fakes their marriage to get rid of continuous insistence, but ultimately fall in love then after. But their fake marriage creates problems and ultimately they are separated from each other. Both try to convince their parents, but fails.geet decided to die and she meet with prem .at last geet sucide and prem also decided to die .",https://www.imdb.com/title/tt6705126/
Shatru Gate,"Comedy, Drama",2018,8280.0,6.8,100.0,A wedding conflict between two families.,https://www.imdb.com/title/tt7786264/
Jhyanakuti,"Comedy, Drama, Romance",2017,8280.0,8.0,27.0,A hilarious ride of a married couple n their adorable 8 months old baby boy. Beautiful Dhampus as It's set and majestic views and mountains as the backdrop.,https://www.imdb.com/title/tt7676212/
Seto Surya,"Adventure, Drama",2016,5340.0,7.1,397.0,"Anti-regime partisan Chandra confronts physical, social and political obstacles for his father's funeral. His search for a solution takes him to neighboring mountain villages and encounters with the police and rebel guerrillas. A portrait of post-civil war Nepal during the fragile deadlocked peace process.",https://www.imdb.com/title/tt3638644/
Kalo Pothi,"Action, Drama, History",2015,5400.0,7.2,466.0,"They are bonded, nonetheless, by friendship and affection for a hen, whose eggs just might make a difference to Prakash's impoverished family. When the boy's father sells the bird, the chums desperately attempt to raise funds in order to buy it back.",https://www.imdb.com/title/tt4991660/
A Mero Hajur 2,"Drama, Romance",2017,8280.0,7.7,194.0,"A Man stalks a girl, after while they fall in love, but their relative don't want the girl to be with that man.",https://www.imdb.com/title/tt6944688/
Chhakka Panja,"Comedy, Drama, Family",2016,7800.0,6.8,160.0,"Story of five friends Raja (Deepak Raj Giri), Saraswoti (Jeetu Nepal), Magne (Kedar Ghimire) and Buddhi (Buddhi Tamang). Raja is rich but illiterate and enjoys life, and tells his friends to not get married or hold any job. However, he secretly has affairs with married women.Then one day Raja gets married to Champa (Priyanka Karki), and the story enters a serious mode.",https://www.imdb.com/title/tt6160932/
Kabaddi,"Comedy, Drama, Romance",2014,7380.0,8.2,434.0,"Kazi a young aimless man dreams of marrying Maiya, a village girl by any means although she wants to go to the city for higher education. Their lives are thrown into turmoil with the arrival of Bibek, a charming young man from the city.",https://www.imdb.com/title/tt3696800/
Password,,2019,7500.0,,,Add a Plot,https://www.imdb.com/title/tt8885872/
Jai Bhole,Comedy,2018,8280.0,6.0,20.0,Friendship between two people and love.,https://www.imdb.com/title/tt8289002/
Pashupati Prasad,"Drama, Romance",2016,8400.0,8.8,1.0,When a man named Pashuati comes to Kathmandu to pay his father loans while in Kathmandu he discovers Pashupatinath where he fights the danger of Kathmandu.,https://www.imdb.com/title/tt5691226/
Daal Bhat Tarkari,Comedy,2019,,2.2,19.0,Add a Plot,https://www.imdb.com/title/tt8848374/
The Man from Kathmandu Vol. 1,"Action, Drama",2019,,7.5,20.0,"More than 20000 foreign fighters have joined ISIS, this story is different..",https://www.imdb.com/title/tt5364878/
Highway to Dhampus,"Drama, Romance",2014,6000.0,8.0,158.0,"When Laxmi, headmistress of a small orphanage in Nepal, is visited by a rich socialite attempting to fix her image through charitable acts, a chain of events is set in motion that affects everyone involved. Ajit, the western-savvy bush pilot, Colt, the American photojournalist and chaperone, and even Elizabeth, the spoiled British heiress, all discover their own reasons to ultimately change for the better.",https://www.imdb.com/title/tt2296799/
Kri,"Action, Drama",2018,8280.0,6.5,112.0,A man fights for his love.,https://www.imdb.com/title/tt7528086/
Bobby,Drama,2018,7800.0,8.6,24.0,"'Bobby' is a complete romantic Nepali family drama based on a real incident and revolves around a deeply-in-love couple and shows their love relationship, struggle and achievement. What's interesting about this project is that the movie will feature the same couple in lead on whom the film is being made. This is the first time in Nepali film industry's history that the real life characters are being shown as reel life couple, too.",https://www.imdb.com/title/tt8439948/
Summer Love,Romance,2019,,,,Add a Plot,https://www.imdb.com/title/tt9382076/
Yarne,"Short, Drama",,1140.0,,,"Best-friend child monks living in a Buddhist monastery begin receiving small donations for performing prayers, only to find their friendship tested over how to spend it.",https://www.imdb.com/title/tt10171548/
Dui Rupaiyan,"Action, Drama",2017,8280.0,7.5,137.0,"One day, while conducting such smuggling, they lose the transaction slip - a Rs. 2 note. The film ""Dui Rupaiyan"" entails their quest to find that Rs. 2 and save their necks, all the while saving themselves from local thugs, police, and their boss too.",https://www.imdb.com/title/tt6944552/
Facebook,Drama,2012,,,,Add a Plot,https://www.imdb.com/title/tt8761830/
Balidaan,Drama,1997,,9.1,31.0,Story of people's democratic fight against the Panchayat System that prevailed in Nepal.,https://www.imdb.com/title/tt6566022/
Jatra,"Action, Comedy, Drama",2016,9000.0,8.2,159.0,"An innocent, poor and hardworking man Phadindra Timsina (Bipin Karki) finds a sack full of 3 Crores Nepalese rupees stolen from a bank. He then consults with his 2 friends Jayas (Rabindra Singh Baniya) and Munna (Rabindra Jha) to make that money white.",https://www.imdb.com/title/tt6249904/
Xira,"Action, Crime",2019,7740.0,7.4,5.0,Xira is a story about a woman who chose an unconventional path for vengeance. It shows the journey of a mixed-martial arts (MMA) athlete in search of justice for those she loved and lost.,https://www.imdb.com/title/tt10623658/
Woda Number 6,Comedy,2015,7800.0,5.5,16.0,It revolves around the village of Nuwakot and five friend's story that gets connected with the Maoist revolution.,https://www.imdb.com/title/tt6569172/
Kanchhi,Romance,2018,,,,Add a Plot,https://www.imdb.com/title/tt8324464/
Mr. Jholay,"Drama, Romance",2018,,7.7,38.0,A unknower (Dayahang Rai) acounters a lot of unknown stuff to him than he starts visit them with his friends while in the journey he starts to began a relationship.,https://www.imdb.com/title/tt7305634/
Kaira,Romance,2018,,,,Add a Plot,https://www.imdb.com/title/tt8674396/
Ghampani,"Drama, Romance",2017,,7.8,46.0,"Tara and Furba from different caste start to fall in love, to succeed their marriage they have to run away from their family.",https://www.imdb.com/title/tt6759476/
A Mero Hajur 3,"Drama, Romance",2019,7500.0,6.3,26.0,An romantic relationship between a celebrity and his fan.,https://www.imdb.com/title/tt8475990/
Romeo & Muna,"Drama, Romance",2018,8280.0,7.5,8.0,"They meet, they collide, they accept, they forgive. But will they be together, unlike in epic love stories ""Romeo and Juliet"" or ""Muna Madan""?",https://www.imdb.com/title/tt7301950/
Kismat,Drama,2007,,,,Add a Plot,https://www.imdb.com/title/tt8782260/
The Break Up,"Comedy, Drama, Romance",2019,,6.8,5.0,Love story between Aaviskhar and Sara and how their friends-with-benefits relationship ends up in them falling in love with each other.,https://www.imdb.com/title/tt9247166/
Sherbahadur,"Drama, Thriller",2018,8280.0,,,"Three people rob the houses of rich people when the owners are out of town. They then find out about Sherbahadur , a rich ex-army man and plan to rob his house.",https://www.imdb.com/title/tt7869010/
Hami Tin Bhai,"Action, Comedy",2004,8280.0,7.4,17.0,"The movie opens with an orphan boy called Hari, who earns his living by stealing shoes in temples and reselling them and begging. He meets two orphan boys, Ram and Laxman he adopts them as his brothers as he feels sorry for them. To ensure that Ram and Laxman receive a good education, he leaves his life of crime and works honestly.",https://www.imdb.com/title/tt7471552/
Loot,"Crime, Drama, Thriller",2012,8280.0,8.1,746.0,A man with a 'master plan' to rob a bank searches and leads four frustrated men in their quest for quick money.,https://www.imdb.com/title/tt2179133/
Muglan,Drama,2005,,9.0,6.0,Add a Plot,https://www.imdb.com/title/tt8374226/
Prem Geet 2,"Drama, Romance",2017,8280.0,7.7,107.0,"Prem Geet 2, a sequel to 2016's Prem Geet, is a musical and tells the story of Prem and Geet, its two protagonists, and their journey from Burma to Martha, a rural village in Mugu, Nepal.",https://www.imdb.com/title/tt7085078/
Timi Sanga,Romance,2018,,7.3,7.0,Three strangers faces loves and conflicts in a joyful trek to Ghandruk.,https://www.imdb.com/title/tt8243058/
The Last Honey Hunter,"Documentary, Short",2018,2160.0,,,Kulung people practice an ancient animistic tradition that is under the threat of modernism: climbing rope ladders up sheer cliffs and the harvesting of a kind of toxic honey by the world's largest honeybee.,https://www.imdb.com/title/tt10036886/
Aishwarya,"Drama, Romance",2017,8280.0,7.0,6.0,"Sameer and Raghav are two rival businessman based in Kathmandu who can go any length to one up each other. But when Deepika , an aspiring fashion model, enters the picture, Sameer and Raghav's rivalry takes a bitter turn and their professional hatred becomes a personal vendetta.",https://www.imdb.com/title/tt7625030/
Notebook,Romance,2013,,,,Add a Plot,https://www.imdb.com/title/tt8768852/
Hemant Rana: Saili,"Short, Music",2017,240.0,8.5,22.0,Saili perfectly captures the sad truth about life compulsion for earning a living by going to work in foreign land. This song entails the story of a husband who goes abroad for employment by sacrificing the time with loved ones and motherland.,https://www.imdb.com/title/tt7214472/
Maitighar,"Drama, Musical",1966,8040.0,8.8,19.0,A girl who was born in Pokhara was sent to jail for 11 years but she didn't want to go out of the jail than police officer calls a deceive doctor than she tells her story about her self.,https://www.imdb.com/title/tt7051562/
Ashmina,"Short, Drama",2018,900.0,8.8,31.0,"Nestled between a beautiful lake and the Himalayas, Ashmina, 13, lives with her family at the outskirts of Pokhara, Nepal, paragliding capital of the world.",https://www.imdb.com/title/tt8922840/
Herne Katha,"Documentary, Short",2018,,9.5,56.0,Series of Short Documentaries about the people in Nepal. Untold stories of ordinary people.,https://www.imdb.com/title/tt8103440/
Harke Haldar,Comedy,2011,1800.0,7.9,10.0,"A weekly comedy serial from one of the rural village of Nepal, where the story revolves around the main character ex. Hawaldar (Harke ) along with his troublesome neighbors.",https://www.imdb.com/title/tt6577706/
Changa Chet,Romance,2018,,7.1,7.0,Add a Plot,https://www.imdb.com/title/tt8905928/
Ritu Nepali Feature Film,"Drama, Romance",2014,7740.0,6.7,21.0,"It is a story of youths and their struggle against the time, seasons, hearts and feelings that are trying their best to not remain the same.",https://www.imdb.com/title/tt3451716/
Yug Dekhi Yug Samma,,1991,,8.0,24.0,Add a Plot,https://www.imdb.com/title/tt0316930/
Deuta,Drama,1993,8940.0,8.4,14.0,"Srijana (Srijana Basnet), an amateur painter with her father (Tulsi ghimire). She hesitates to marry the only son of her father's business partner. Instead she want to learn some more painting and go to visit her paternal aunt in a remote village, where she meets Sonam (Shrawan Ghimire) and Shankar (Rajesh Hamal). A love triangle starts among the three and flows through the course of time.",https://www.imdb.com/title/tt7228790/
Basanti,"History, Musical, Romance",2000,9840.0,7.9,74.0,"Basanti is a historical love story based on the novel by Diamond Shamsher.It depicts the story of a girl along with the accounts of the historical events during the time of Junga Bahadur Rana, the first Rana Prime Minister of Nepal.",https://www.imdb.com/title/tt0303719/
Loot 2,"Action, Crime, Drama",2017,7800.0,6.1,153.0,"The 4 gang members, who were framed in the bank robbery, now escape from the prison. While they look for revenge with Haku Kale, Haku has his own plan of robbing next bank.",https://www.imdb.com/title/tt6329870/
Talakjung vs Tulke,"Action, Drama",2014,7980.0,8.2,465.0,"Tulké is a day-laborer in a Nepalese mountain village. He struggles to reclaim his lost aristocratic identity, while a violent revolution disrupts every aspect of village life.",https://www.imdb.com/title/tt3342558/
Homework,"Drama, Family",2016,,,,Add a Plot,https://www.imdb.com/title/tt8706358/
Gopi,Drama,2019,7260.0,7.0,9.0,An excellent portrayal of a struggle of a common man to do something in our discouraging system and society. Fantastic acting from the cast and well written dialogues,https://www.imdb.com/title/tt9333076/
Manakamana,Documentary,2013,7080.0,6.6,650.0,A documentary about a group of pilgrims who travel to Nepal to worship at the legendary Manakamana temple.,https://www.imdb.com/title/tt3103326/
Kusume Rumal,"Drama, Musical, Romance",1985,,6.9,111.0,"A girl falls in love with her classmate. While everything seems right, a worker starts dreaming of marrying her and another classmate tries the same by force.",https://www.imdb.com/title/tt2007972/
Naakaa,"Crime, Drama",2017,8280.0,8.0,9.0,"A Tibetan girl Sonam (Thinley Lhamo), who wants to escape to the Dharmashala, India through Nepal to meet her family.",https://www.imdb.com/title/tt7230362/
Allare,,1998,,,,Add a Plot,https://www.imdb.com/title/tt1245751/
Andaj,Romance,2011,,,,Add a Plot,https://www.imdb.com/title/tt8290858/
Hostel,Drama,2013,8100.0,6.4,28.0,"The film is about the struggling life of teenagers in hostel. It features love, betrayal, friendship,emotions, family ties and so on.",https://www.imdb.com/title/tt6501192/
Ramkahani,"Comedy, Horror, Romance",2018,8640.0,6.2,13.0,An adult returns from Qatar to Nepal in maintaining his love life.,https://www.imdb.com/title/tt7889902/
Kagbeni,"Drama, Horror",2008,7800.0,7.3,426.0,"Old friends Krishna and Ramesh meet after ages and on their way to home, an old hermit gives them ""a monkey's paw"" that has the power to grant wishes. And, from then onward, the paw changes everyone's life.",https://www.imdb.com/title/tt1729652/
Yatra: A Musical Vlog,"Drama, Romance",2019,,,,Add a Plot,https://www.imdb.com/title/tt9878856/
Super Star,"Action, Musical, Romance",2001,,7.2,18.0,Add a Plot,https://www.imdb.com/title/tt0301907/
Rose,"Crime, Romance",2018,5460.0,,,"Rose is a suspense thriller movie, which revolves around the characters Avi Jung Thapa: A Pilot, Rose Rana: Miss Nepal and Snehaa: A Lawyer. After years of relationship with Rose, Avi suddenly kills her one day. Everyone including Sneha is shocked to hear the news. As the case approaches the Supreme Court, the story unfolds and the case gets more complicated than it looks.",https://www.imdb.com/title/tt8886552/
Rahasya,"Short, Drama",2018,,,,Add a Plot,https://www.imdb.com/title/tt8467346/
Meri Bassai,"Drama, Mystery",2006,1800.0,8.7,12.0,In a village high above Nepal's hill where daily comedic things happen.,https://www.imdb.com/title/tt7024770/
Kathmandu,Family,2011,,6.7,18.0,"Kathmandu, the capital city of Nepal is somewhat becoming fragile in terms of sociological and cultural facets. The city is deteriorating. The norms and values of family life is waning. Generation gap has accompanied various disastrous problems. The movie ""Kathmandu"" sheds light into the critical problems of family life in Kathmandu which could result to a fatal end. The deviation of youths is another grave scenario in Kathmandu. They are blown to carefree life where they fatally engross in multiple cases of drugs addiction, pre-marital sex, criminal attitudes and awful defiance of caretaker or guardian. They are just bewildered by the indifference of all.",https://www.imdb.com/title/tt2147361/
Love Station,"Drama, Romance",2019,,,,Add a Plot,https://www.imdb.com/title/tt9812236/
Dasdhunga Chapter 2,History,2020,,,,Dasdhunga chapter 2 is Nepali Movie based on real events of the mysterious death of Leader of CPN-UML Madan Bhandari . Dasdhunga chapter 2 reopen the case with some shocking twists and political conspiracies.,https://www.imdb.com/title/tt10435560/
Nepali Babu,Drama,1999,,7.1,13.0,A daughter of a rich father falls in love with a tempo driver when she visits Nepal from London.,https://www.imdb.com/title/tt8259022/
Kagaz Patra,"Comedy, Drama, Romance",2019,,,,Add a Plot,https://www.imdb.com/title/tt7810160/
Samjhana,Drama,1983,6360.0,6.8,10.0,Add a Plot,https://www.imdb.com/title/tt7025304/
Meri Mamu,Drama,2018,,,,Add a Plot,https://www.imdb.com/title/tt8674090/
Sano Sansar,"Comedy, Romance",2008,8640.0,7.1,253.0,Ravi and Reetu are good chat friends but they have got no idea that they hate each other in the real life situation.,https://www.imdb.com/title/tt2007994/
Highway,Drama,2012,4800.0,6.5,194.0,"A passenger filled highway coach traveling from Eastern Nepal to Kathmandu hits one delay after another, the first of those delays due to a bandh. After a lengthy stop, they are able to bypass the bandh as they masquerade as a wedding party, as bandhs unofficially allow wedding vehicles through their protests. The passengers are able fortuitously to come up with this masquerade as the one acting as the bride is indeed going to Kathmandu to get engaged. The stories of those on board, some whose the delay help, some whose it hurts, are told. The ""bride"", medical student Pooja, is torn between marrying her intended fiancé Abiral, just returned from the United States and who she's known since they were children, and her lover Ronit. The ""groom"", Pratiek, whose parents do not approve of his homosexual orientation, has a new boyfriend Vishal, who is facing a personal crisis with his transgendered roommate, Deena. The ""wedding planner"", Manoj, who is in the military, is rushing to see his housemaid wife Radhika before the effects of a fertility concoction he just took wears off, he unaware of things that are happening with her in relation to having a baby. The driver's party girl girlfriend, Kavita, is facing an issue between seeing that her ill daughter gets medical attention and having no money to pay for the services. Their collective lives get even more intertwined beyond their direct interactions on the bus with one specific incident that happens at their destination.",https://www.imdb.com/title/tt2210657/
Mr. Virgin,Romance,2018,,,,Add a Plot,https://www.imdb.com/title/tt7889930/
Mukundo,Drama,2000,6300.0,8.1,25.0,A couple seek guidance from a Nepalese spiritual healer after the death of their baby boy.,https://www.imdb.com/title/tt0268446/
Rajja Rani,Romance,2018,8280.0,7.5,22.0,"Rajja Rani is a story inspired by true incidents in Terai region of Nepal, where Raja struggles for his love with Rani and the obstacles due to social and cultural values.",https://www.imdb.com/title/tt7819598/
Sushree Sampatti,Romance,2018,,,,Add a Plot,https://www.imdb.com/title/tt7969202/
Videos,"Documentary, Short, Drama",2012,420.0,9.2,6.0,This film 'AFFECTS' is about the effects for children by domestic violence. A preceptor whose job is to provide education for children and to show good way of future for children. That teacher do domestic violence while he is drunk or not . 'AFFECTS' shows about the impact by domestic violence on teacher's son.,https://www.imdb.com/title/tt2361994/
Mitini,Drama,2002,,7.7,7.0,Best friends' journey from childhood to marriage.,https://www.imdb.com/title/tt0314385/
Dying Candle,"Drama, Family",2016,7560.0,8.8,24.0,"A sister fights all odds to take care of her young brother, until things fall apart, and she is left with no option, but sell her dignity to save him.",https://www.imdb.com/title/tt3552320/
Hari,Drama,2018,,8.2,25.0,"Movie follows a thirty year old overly religious and superstitious man-child named Hari, He had led his life whole following the rules that were set by his ancestors and his strict mother.",https://www.imdb.com/title/tt8205082/
Lobhi Papi,Comedy,1990,,,,A moralistic tale of two greedy men who forsake their liberty to hold on to wealth earned through undue means.,https://www.imdb.com/title/tt8282940/
Halkara,Drama,2020,6300.0,,,"An unemployed village drunk is given a responsibility to deliver mails to remote villages of Nepal. However, In his journey he discovers his self-identity and purpose while dealing with unexpected turns of events.",https://www.imdb.com/title/tt10533360/
Nai Nabhannu La 4,Romance,2016,7200.0,,,Add a Plot,https://www.imdb.com/title/tt8677400/
Gaja Baja,"Comedy, Drama",2018,8280.0,8.4,34.0,Two jobless and carefree friends have a wacky adventure in their youths whist doing illegal stuff in Kathmandu.,https://www.imdb.com/title/tt7991418/
Katha Kathmandu,"Drama, Romance",2018,,6.5,8.0,Add a Plot,https://www.imdb.com/title/tt8673620/
Hostel Returns,Drama,2015,7320.0,6.6,21.0,In a engineering college two best friends Rameshwor and Pratap start to fall in love with one girl but she choose to fake her love with Rameshwor to pass her engineering college exams.,https://www.imdb.com/title/tt6501286/
Seto Bagh,"Drama, History",2015,,6.2,8.0,Set during the last days of Jung Bahadur Rana following his death and then the start of conspiracies within the Rana family with the motive of accessing the power to rule.,https://www.imdb.com/title/tt6044656/
Manjari,"Drama, Romance",2013,9180.0,7.7,10.0,A girl from rich family falls in love with a guy who works in garage.,https://www.imdb.com/title/tt6710486/
Acharya,"Biography, Drama, Music",2011,8820.0,8.6,52.0,"A journey of a singer (Bhakta Raj Acharya) who grew up in an extreme poverty without father. his chances of achieving his dream of becoming a singer was slim to none, under the circumstances he was in. But, he over came all the obstacles and became one of the greatest singers of Nepal, just find his destiny waiting for him with a different plan. Because of fast spreading tumor in his tongue, he had to choose between his tongue and his life. Bhakta's tragic musical journey is picked up by his two sons from the point where he left off. He still lives in Kathmandu with his wife, sons, daughter in law and grand child.",https://www.imdb.com/title/tt2055577/
Prasad,"Drama, Romance",2018,,8.5,33.0,Newly married couple face a lot of challenges when they find out they can't conceive.,https://www.imdb.com/title/tt8561248/
Ma Yesto Geet Gaauchu,"Musical, Romance",2017,,6.9,45.0,"A runaway girl falls in love with a thief. But when she loses her memory in an accident, the story restarts.",https://www.imdb.com/title/tt6544872/
K Ma Timro Sathi Banna Sakchhu,Romance,2012,8520.0,,,"Troublemaker Ankit (Aryan Sigdel) tries to win the heart of his dream girl, Ichhya (Dipti Giri). But, problems arise as Ankit is put on a test where he must choose between his best friend, family and love.",https://www.imdb.com/title/tt8446798/
Chino,"Drama, Romance",1991,8280.0,7.9,69.0,After releasing from prison a criminal (Sunil Thapa) looks for revenge on a women who he had a crush on but than he hears the news about she been married for 10 years and had two children than he does everything to kill her family.,https://www.imdb.com/title/tt0315394/
Nai Nabhannu La 3,Romance,2015,8040.0,,,Add a Plot,https://www.imdb.com/title/tt8677388/
Aama,"Action, Drama",1964,,9.0,27.0,"After the dead of his birth mother, the person who joined foreign army for money stays behind in his country to serve his motherland.",https://www.imdb.com/title/tt1999819/
Kanyadaan,Drama,1991,,8.4,7.0,A doctor who came to a village falls in love with a widow.,https://www.imdb.com/title/tt6722122/
Jerryy,Romance,2014,6960.0,5.7,54.0,"The two youths, Xavier Rana and Akanchha fell in love in Mustang while going for a trip from Pokhara. Rana was a playboy until he meets Akanchha.",https://www.imdb.com/title/tt4620528/
Prem Pinda,"History, Romance",1995,,8.2,41.0,Prem Pinda is a historical love story based on a real life of General Aidwin during Rana regime.,https://www.imdb.com/title/tt0277967/
Bhairav,Drama,2015,8280.0,3.3,19.0,Add a Plot,https://www.imdb.com/title/tt7229056/
Sunkesari,"Drama, Horror",2018,8280.0,4.9,39.0,"Sunkesari tells the story of an Australian palace constructed around 1880 AD and how it is converted into a boutique hotel, and the strange tale of the supernatural beings that live among the hotel's corridors.",https://www.imdb.com/title/tt7423858/
Siudo Ko Sindoor,,2001,,7.6,7.0,Add a Plot,https://www.imdb.com/title/tt0392779/
Taandro,"Action, Drama",2015,6720.0,9.1,26.0,"A member of ultra-leftist underground group is forced to hide in a village after being seriously injured in the ambush by the government forces. With life hanging by a thread and the villagers blaming him for the death of one of their own, he is left alone to deal with disturbing thoughts and visions.",https://www.imdb.com/title/tt5252250/
Karkhana,Drama,2016,7200.0,6.6,7.0,"KARKHANA is a romantic drama with a strong social message. Although the main plot has been kept unrevealed to keep the suspense and maintain the surprise element but overall it is a story about a women's wrong choice in life and the difficulties she faces to come to terms with and to overcome these challenges. The film is able to bring forward a social issue, challenging the stereotypes on women hood and its boundaries. In a nutshell it is a complete family entertainment package with romance, hatred, friendship, humor and action with an underlining social message.",https://www.imdb.com/title/tt7683198/
Dhanapati,"Comedy, Drama",2017,,8.2,65.0,"Dhanapati,a poor man suffering from high poverty is pulled towards politics after not able pay for his daughter school to earn lot of money he goes into politics to earn money.",https://www.imdb.com/title/tt6580708/
The Butterfly Effects,Drama,,1200.0,,,A young artists comes to terms with the loss of his mother in an accident that he caused.,https://www.imdb.com/title/tt6280470/
Kohinoor,Drama,2014,8280.0,,,Add a Plot,https://www.imdb.com/title/tt8324172/
Sindoor,Drama,1980,,,,Add a Plot,https://www.imdb.com/title/tt8212526/
I Am Sorry,Romance,2012,,5.3,15.0,"Gaurav and Shruti love each other unconditionally, but both share some secret about their past.",https://www.imdb.com/title/tt2368945/
Himalaya Roadies,Adventure,2017,,8.8,21.0,"Himalaya Roadies is a Nepalese reality show completion show this is part of the MTV Roadies series and owned by MTV.The Judges for Himalaya Roadies are Laure, Raymond Das Shrestha and Deeya Maskey.",https://www.imdb.com/title/tt7234258/
Na Yeta Na Uta,Comedy,2019,,,,Add a Plot,https://www.imdb.com/title/tt8682178/
Nai Nabhannu La,Romance,2010,,7.4,5.0,Add a Plot,https://www.imdb.com/title/tt8677428/
Bato Ma,Short,2019,600.0,,,Last meeting between Prarthana and Abhiyan before she gets married.,https://www.imdb.com/title/tt10959596/
America Boys,"Comedy, Drama",2018,,8.2,13.0,"Three losers, who try to make their way to richness by lying to their parents. But as destiny would have it an exchange of suitcase at the airport is about to change their destiny for better or worse.",https://www.imdb.com/title/tt8275366/
Ujeli: A Child Bride in Nepal,Drama,1992,3480.0,,,"The tragic drama of a 10-year-old Nepalese girl forced into early marriage and child-bearing, despite medical warnings.",https://www.imdb.com/title/tt8675172/
Samhalinchha Kahile Mann,"Action, Drama, Romance",,,,,Add a Plot,https://www.imdb.com/title/tt9871454/
Pandit Bajeko Lauri,Drama,2018,,,,Add a Plot,https://www.imdb.com/title/tt8581484/
Sunakali,"Documentary, Family, Musical",2017,3540.0,9.3,19.0,"This is the story of the rise of a women's football team in Mugu, Nepal. The story revolves around Sunakali. Despite her hardships, the girl has an amazing passion for football. Sunakali and her friends gather at a steep ground in the pretext of collecting fodder. Their future took new turn when they got opportunity to represent their school in district level football tournament. Thus Team Mugu is formed. Though Team Mugu is defeated in its first competitive outing, they go on to lift the national tournament held in the plains areas. The entire district turns out to welcome the girls when they return home with the trophy. Through football, the girls managed to change society's perception toward women which would have, otherwise, taken years.",https://www.imdb.com/title/tt3856476/
Bijuli Machine,"Comedy, Drama, Sci-Fi",2016,6240.0,8.5,38.0,A story of two responsible minds and their quest for an alternative source of energy in a country plunged into darkness and turmoil.,https://www.imdb.com/title/tt6577538/
Bare Trees in the Mist,"Short, Drama",2019,900.0,,,"A young woman struggles to provide for her son while waiting to receive money from her husband. When she hears that a neighbor's husband has returned from abroad with gifts, she undertakes the long, humbling journey to visit them.",https://www.imdb.com/title/tt10923060/
Darpan Chhaya,"Drama, Musical",2001,5400.0,7.0,157.0,Two friends involve with same girl which eventually deteriorate their friendship.,https://www.imdb.com/title/tt1161732/
Ta Ta Sarai Bigris Ni Badri,"Comedy, Drama",2000,,7.5,6.0,"Badri has two wives, the first one takes revenge on him for cheating on her.",https://www.imdb.com/title/tt7984848/
Kamaro,"Short, Drama",2015,1440.0,,,Add a Plot,https://www.imdb.com/title/tt5005996/
Kafal pakyo,"Short, Drama",2014,1020.0,9.1,21.0,"Sushma Devi mother of two sons, whose husband is abroad, directs her sons to take their cow for fertilization.",https://www.imdb.com/title/tt4208620/
